protein_id	X14d.1	X14d.2	X14d.3	X21d.2	X21d.3	X21d.4	X28d.1	X28d.2	X28d.3
WP_010969754.1	771.714172	734.847107	815.382629	703.726074	678.538086	654.612732	577.808472	617.312012	645.281799
WP_010969761.1	29.807175	36.986088	31.219515	33.502491	31.217674	28.52438	48.132404	36.162712	44.69928
WP_010969765.1	21.027357	15.757831	11.250255	14.884781	22.852381	10.277339	28.838453	19.087763	23.777405
WP_010969799.1	52.827911	53.986141	41.151424	38.535381	42.914047	44.938526	32.31258	38.548405	42.100239
WP_010969809.1	80.453041	79.273628	73.108269	96.651077	87.665375	97.462173	70.763733	73.319817	76.80616
WP_010969813.1	36.058945	34.018902	31.411455	41.402824	22.169483	26.277161	26.568316	25.440901	30.986307
WP_010969817.1	55.948063	56.931458	48.428574	42.008087	48.186672	43.959644	39.306301	31.18792	33.971733
WP_010969843.1	76.946281	80.585327	88.020226	38.654243	60.134323	71.673576	45.213699	50.229542	52.249569
WP_010969862.1	12.23736	11.843948	14.211988	10.735452	15.325848	16.48984	16.059729	12.391713	19.126804
WP_010969911.1	188.329987	173.548477	161.090637	191.068481	176.067719	186.888138	181.314484	180.446152	184.938644
WP_010969931.1	49.836288	49.954441	31.112028	48.063663	40.499828	47.758141	31.469551	28.712523	28.560188
WP_010969934.1	15.060357	19.086199	10.083293	9.821839	7.439742	10.411071	17.587599	17.808815	23.344385
WP_010969953.1	61.538723	51.375134	54.433475	52.46159	57.048325	64.701248	67.095718	45.714302	66.762505
WP_010969954.1	283.907288	306.066833	306.287933	245.711227	240.300735	222.05867	238.886719	265.08606	267.516418
WP_010969963.1	52.899178	82.191719	59.811325	39.585064	52.802391	58.899193	54.996666	74.913857	61.524368
WP_010969967.1	18.998894	15.882268	20.456598	14.927352	10.485703	14.951095	10.258384	8.934676	14.176552
WP_010969978.1	114.832405	123.45842	135.281158	87.366425	94.397026	89.082527	95.265694	108.459679	104.52285
WP_010969987.1	78.737083	58.260361	62.782639	57.952923	71.112633	59.016689	69.169868	64.622314	61.178642
WP_010970004.1	34.685276	19.62981	32.371372	19.699451	23.08626	24.112816	14.181604	31.501587	24.229353
WP_010970008.1	20.156559	23.072071	19.310602	22.078606	24.257587	24.005386	16.445261	16.51651	11.358289
WP_010970016.1	16.655849	17.999693	15.17071	9.525667	10.873623	11.444042	14.472232	10.213041	13.52245
WP_010970037.1	41.868626	39.021034	50.481445	44.740265	30.550489	35.194546	35.501961	35.035862	28.974171
WP_010970052.1	28.270617	31.44087	33.644466	23.171156	26.077717	25.073082	23.777567	25.579023	49.233505
WP_010970059.1	34.758617	27.923588	24.059883	23.538654	24.792839	24.038374	18.521835	15.015431	18.469856
WP_010970070.1	40.703987	37.0658	34.393757	34.958931	40.314171	29.253668	53.350235	50.329418	55.466522
WP_010970085.1	400.189697	454.161743	448.566162	435.972473	441.481506	416.893951	378.216736	372.215668	394.150909
WP_010970115.1	58.231651	78.255783	77.524757	45.497597	52.697544	35.00415	62.472935	56.869076	55.304916
WP_010970126.1	108.245811	124.611481	138.427658	113.727509	112.348885	114.551147	103.955231	96.396881	100.099678
WP_010970131.1	146.108673	138.433456	139.985107	115.290237	109.803902	116.938042	144.007797	140.437805	144.498978
WP_010970138.1	25.228428	17.711349	23.043102	19.466837	10.191905	19.454359	18.58868	7.364826	18.579405
WP_010970141.1	1578.510498	1480.25354	1603.723633	1216.651001	1200.733276	1165.390381	1155.742432	1287.151367	1235.447754
WP_010970149.1	15.666994	22.000929	20.17116	24.130024	19.662306	15.130113	29.208817	28.920341	21.238436
WP_010970153.1	22.20813	19.280319	23.410425	23.379902	25.03182	28.830906	90.988998	66.469513	97.419418
WP_010970162.1	195.526047	172.859314	187.675842	218.150452	225.910721	248.214661	227.428436	239.759155	214.655899
WP_010970168.1	31.013901	30.831324	27.623484	16.163582	21.99873	23.833197	22.473465	18.445288	12.736227
WP_010970172.1	63.634979	75.365089	63.512489	70.225784	51.502693	63.348125	63.65366	66.447739	57.739498
WP_010970174.1	69.505089	63.254456	63.959541	46.136333	44.290535	53.685604	62.118744	47.730488	63.549622
WP_010970186.1	57.854038	69.833725	52.864292	48.695896	46.694271	43.799858	60.823559	51.345135	64.612206
WP_010970192.1	270.381104	327.537872	294.966125	229.843979	269.318604	253.83342	304.06488	343.86441	277.739014
WP_010970201.1	58.446224	61.250542	64.595345	51.579128	57.767792	55.104214	57.014702	57.52327	55.181362
WP_010970205.1	117.483353	112.10247	125.598984	98.448586	111.067215	98.328377	121.703819	124.385284	128.376099
WP_010970216.1	53.595818	59.489986	50.154594	62.879082	61.93515	65.894859	54.562222	51.371956	60.624825
WP_010970223.1	49.042164	56.10281	59.038944	54.252995	35.08786	45.264793	62.042992	54.175156	80.292145
WP_010970224.1	51.93047	54.779026	76.086838	50.550022	36.605942	46.691616	63.640957	51.211254	46.661045
WP_010970225.1	42.12928	43.39669	35.521839	36.817917	44.002266	41.64785	56.624699	50.73156	47.716686
WP_010970247.1	88.555115	98.101173	94.127869	82.156654	65.543289	73.027245	51.65192	32.827084	51.864319
WP_010970268.1	122.768448	129.876602	123.696075	116.025307	113.706581	103.206322	95.816116	101.820244	107.712044
WP_010970293.1	27.318262	26.884264	23.948799	19.495405	25.185625	28.107792	31.50247	40.083023	39.538727
WP_010970318.1	31.211758	32.383537	31.709984	20.507977	13.467332	16.102253	32.578842	27.969563	35.859577
WP_010970325.1	12.137746	11.11867	12.656386	8.040587	10.115132	8.516256	6.070805	14.133121	12.274143
WP_010970336.1	56.021214	59.543579	47.428448	38.669556	40.738865	39.64571	56.705231	67.668221	47.002415
WP_010970372.1	115.385742	118.517189	123.575272	98.23317	106.849312	110.672836	80.719597	85.214211	93.380836
WP_010970378.1	102.945343	90.047531	92.405258	104.259064	74.907593	116.205383	117.790703	119.348869	100.419044
WP_010970385.1	135.123611	148.155563	152.669693	133.856964	165.31839	146.074203	147.864441	187.968063	145.774673
WP_010970387.1	195.608734	150.52478	179.695267	161.531265	138.498825	137.077835	144.259247	176.589859	168.995667
WP_010970400.1	148.592804	155.433228	151.919189	134.308578	131.457718	135.307938	150.920334	134.412033	149.699173
WP_010970426.1	299.221954	301.940552	296.89621	296.944214	337.217316	313.901276	251.605286	239.536819	279.339264
WP_010970440.1	580.711975	572.151367	595.664368	636.928162	593.996277	592.962708	579.513794	570.198914	598.154907
WP_010970441.1	557.710693	539.030457	543.93042	548.537231	575.240295	521.915894	538.174133	490.367615	530.484192
WP_010970442.1	458.182739	481.404572	445.119568	484.21405	477.282257	481.529022	454.307617	443.566071	433.985657
WP_010970458.1	106.884972	104.692871	94.665527	118.277534	130.336655	118.562096	107.051826	119.618065	109.323868
WP_010970462.1	112.431175	128.663483	133.119568	109.835625	111.026939	110.803223	111.806107	117.490051	118.207657
WP_010970486.1	166.288284	168.29541	147.84697	134.226227	127.25061	119.784622	115.806938	108.083992	124.095573
WP_010970510.1	116.688881	126.904686	125.634537	101.055687	105.67334	112.728569	137.2939	143.950516	147.720306
WP_010970525.1	33.310253	29.354033	33.600632	16.836693	23.477507	22.332344	40.25145	41.104633	41.231239
WP_010970568.1	61.104591	42.715229	21.902889	35.021523	45.31839	48.159714	49.248524	63.62085	52.040642
WP_010970580.1	115.675308	89.293716	94.784729	68.977074	65.940094	55.098236	75.408012	125.564796	121.133736
WP_010974938.1	8.879004	5.265998	6.592647	1.753906	0.696065	4.305396	4.596778	8.26585	12.790936
WP_010974952.1	13.063941	13.157644	11.022107	12.499907	11.179262	9.184821	25.189821	37.74802	17.39262
WP_010974962.1	87.258675	60.83287	63.965508	50.392643	62.299854	50.807652	41.958271	44.716255	34.264957
WP_010974967.1	30.041847	34.215965	24.144238	25.480278	13.306028	23.104448	31.494759	27.772505	35.715855
WP_010974979.1	63.758469	78.881912	64.666084	58.475777	50.241798	46.164314	67.221924	74.634033	63.962395
WP_010974994.1	24.037901	29.224628	25.476717	11.517076	20.697407	15.494246	38.561554	19.255831	32.952106
WP_010975007.1	13.890522	8.598572	12.163215	11.217618	23.773619	20.488974	19.495636	31.041895	12.414546
WP_010975028.1	14.527708	17.907446	15.443896	15.830887	10.888101	10.458808	17.2437	19.395512	18.133543
WP_010975069.1	23.116165	32.277603	32.019245	25.822748	22.243006	23.056734	17.6418	18.566561	15.10253
WP_010975076.1	41.981945	38.021656	44.668697	41.0471	25.030979	44.76469	58.932377	60.610134	68.642761
WP_010975077.1	106.845184	87.5037	89.093307	99.555687	84.448212	91.34864	90.694878	92.493233	73.229546
WP_010975078.1	100.122231	93.558357	85.985909	78.764137	69.851227	66.304626	70.938522	86.421776	81.492126
WP_010975080.1	57.209091	50.22353	52.112885	39.809597	48.891872	46.792027	55.402439	53.410118	63.577358
WP_010975083.1	58.98288	41.62569	51.193069	17.876284	21.10734	17.725403	70.372444	55.782383	68.68
WP_010975084.1	220.311768	240.557617	211.865982	150.017441	159.759842	165.798386	222.286224	212.022018	208.273026
WP_010975085.1	111.094559	103.565895	115.434593	79.080887	47.085926	79.233284	105.995514	91.790108	97.172607
WP_010975087.1	22.787537	27.912066	25.243742	10.279469	23.853762	18.01932	19.446194	20.97686	8.547182
WP_010975088.1	16.337833	7.198738	11.332095	6.839642	7.07938	10.61665	11.818318	9.793291	11.816787
WP_010975089.1	16.183752	20.431749	16.767744	8.895364	8.200109	8.068295	17.592188	17.205301	13.510644
WP_010975090.1	41.93375	25.931623	34.41531	19.332392	16.721039	14.400942	14.584676	18.419384	19.437021
WP_010975092.1	23.899849	21.864834	26.789373	17.793577	14.539474	13.870602	23.475798	26.95891	16.614399
WP_010975112.1	21.563166	22.254135	24.91712	28.132122	18.343355	13.740131	21.001398	25.07852	23.161303
WP_010975118.1	7.760287	19.708258	12.32286	13.245664	19.572521	22.715996	23.585823	39.442707	31.189774
WP_010975154.1	17.112364	15.298968	12.226649	8.429456	10.493504	9.715069	5.451128	13.40288	10.198381
WP_010975172.1	134.74292	148.383179	153.280533	135.84256	139.968277	134.966293	131.055313	125.629768	133.20163
WP_010975180.1	386.671204	336.412445	371.1604	358.788879	345.197266	359.520721	406.172974	418.003845	385.515472
WP_010975182.1	4.368031	8.049848	6.000888	2.608147	7.783342	3.237631	8.085938	0.847909	4.066205
WP_010975198.1	33.650063	27.845537	33.479988	18.595938	29.846403	19.199411	17.536108	14.454896	9.462234
WP_010975202.1	12.136319	6.728219	10.617194	1.270294	4.296566	2.393537	7.689816	3.321281	6.857791
WP_010975207.1	38.193649	31.184853	27.818933	35.305954	24.964537	27.964952	28.349401	33.692345	33.35218
WP_010975217.1	190.906616	195.51535	183.63768	135.410278	142.851669	159.839371	173.554581	218.207184	165.676575
WP_010975222.1	79.348961	76.295753	75.49292	56.02216	65.47435	57.095863	116.968445	89.930267	105.210617
WP_010975225.1	135.912292	134.246597	125.934517	64.274246	61.546291	75.076569	110.47625	126.403839	109.813278
WP_010975229.1	9.114007	21.751511	14.240623	8.452271	7.914544	6.258639	10.43475	8.329713	6.284804
WP_010975243.1	188.450943	183.265442	181.908478	159.650558	165.56572	170.254654	137.340607	121.453773	127.564171
WP_010975250.1	99.885857	118.808022	112.262169	88.532036	102.730385	101.45726	82.872826	65.736412	65.624092
WP_010975257.1	11.367139	15.538683	15.552102	15.229249	11.462029	11.805565	16.931093	15.700974	12.369496
WP_010975278.1	6.594631	7.681668	11.182993	7.752131	5.256647	4.323597	8.330564	10.556535	7.362307
WP_010975284.1	23.364784	29.902744	25.34305	28.780451	25.565845	25.878193	24.540188	16.477362	20.926048
WP_010975290.1	141.696182	133.379303	127.531418	87.523018	93.748466	90.8461	92.677238	87.258972	84.006935
WP_010975322.1	71.381325	94.996979	97.722816	84.688171	83.623947	80.270035	74.71949	67.023346	78.872879
WP_010975323.1	77.666916	76.551056	86.068947	81.508934	78.532913	65.350952	66.917526	84.067459	57.127125
WP_010975324.1	147.746109	176.456741	139.170013	141.769608	162.617798	151.15213	189.580597	186.485077	181.663391
WP_010975336.1	34.287304	35.233818	37.85181	34.162235	27.414877	21.859249	28.29472	29.698179	31.907295
WP_010975344.1	202.511505	207.573456	233.667603	159.467331	195.960678	150.439545	192.993668	218.25528	218.69989
WP_010975369.1	71.326073	67.018562	58.579365	34.341671	36.19318	33.465527	32.500324	31.277826	39.824097
WP_010975397.1	27.20759	15.059512	21.374659	21.80995	19.305899	15.437119	16.849628	20.855198	14.537574
WP_010975411.1	58.085732	51.403709	46.916084	55.579201	67.195366	66.494659	44.084213	47.566822	32.725891
WP_010975470.1	12.196827	12.77462	15.579096	6.559795	10.249788	7.980785	10.9999	10.115739	15.639929
WP_010975478.1	85.778984	79.916618	88.591553	74.868744	84.28241	64.671036	56.025608	51.053551	58.499195
WP_010975483.1	23.713093	20.319637	17.373228	21.793684	27.863611	24.156027	24.593624	17.805019	33.336769
WP_010975489.1	15.839616	15.895318	11.954391	12.504402	12.19688	11.541375	10.729741	10.402432	8.524198
WP_010975498.1	23.961975	26.860889	19.946896	22.373306	26.820589	15.061276	13.239928	28.821674	24.668171
WP_010975525.1	238.738602	209.837372	211.790558	248.575775	232.082275	230.988678	144.854401	163.943527	150.254425
WP_010975589.1	60.210094	57.644978	64.844948	39.061588	46.476318	40.613876	39.05357	49.950737	46.010944
WP_010975610.1	17.199387	19.511286	12.366846	15.046573	17.618845	16.807909	15.701036	10.033778	18.967339
WP_010975625.1	67.02256	62.572418	52.922188	60.328243	52.941551	64.949883	74.698532	59.244411	54.789242
WP_010975634.1	111.685905	109.693443	100.219887	100.363365	116.828026	84.509628	86.706482	101.456207	77.250198
WP_010975658.1	29.702139	30.686071	23.135073	22.482346	27.039476	26.79554	39.035473	37.577431	37.052437
WP_010975666.1	221.280624	231.272537	220.820572	198.830338	221.563721	207.500183	206.334091	243.737808	233.316315
WP_010975673.1	81.237526	64.338158	67.251343	65.652802	64.296326	59.239178	60.146206	62.402531	58.010342
WP_010975698.1	26.572508	34.077282	36.155224	15.213618	15.435405	21.566225	19.313774	16.986876	22.236265
WP_010975714.1	89.822746	87.537003	90.10379	69.261734	67.469063	72.528236	71.717491	68.645569	74.78624
WP_010975758.1	63.262417	49.141586	74.13372	88.949127	103.559189	83.75724	109.687836	93.811569	121.225662
WP_010975761.1	8.618801	6.615563	7.27655	6.114394	8.901846	10.566901	8.751712	8.791314	12.146869
WP_010975769.1	130.480301	146.458969	128.605804	90.272125	113.305153	108.030212	119.08297	132.712723	116.724236
WP_010975786.1	6.44684	6.650118	8.204734	11.478028	9.367096	6.289734	8.7449	10.165316	10.115603
WP_010975799.1	32.701561	20.473337	20.200731	23.53129	17.910494	27.530439	17.854263	18.216911	16.493595
WP_010975802.1	69.489098	61.434071	54.697876	88.890419	77.930962	60.812611	59.166054	57.196838	64.488411
WP_010975804.1	33.556889	55.222313	44.089649	50.926331	63.124123	60.080585	44.292515	35.624798	32.897846
WP_010975805.1	32.571808	27.218903	34.900322	27.322321	22.483643	17.295134	15.335796	16.74519	20.365925
WP_010975825.1	78.282845	77.536316	67.45826	78.304092	85.236763	63.524727	42.146427	47.432915	50.099258
WP_010975829.1	29.623178	16.418535	13.558314	40.604736	19.376757	19.745346	28.399487	27.853392	37.773621
WP_010975842.1	29.079109	28.064123	26.189756	24.004646	24.322405	28.25123	20.537252	22.646923	21.531069
WP_010975856.1	55.559437	77.386726	63.920254	69.246323	60.035831	61.323166	70.95063	58.635494	43.917686
WP_010975877.1	95.950684	112.889687	92.042206	96.844139	101.562691	100.255936	101.946564	114.41761	86.174759
WP_010975884.1	34.103107	24.24333	26.238966	23.56068	23.040548	21.25433	24.525469	21.664104	17.558933
WP_010975891.1	29.838882	34.566944	26.601267	24.846828	28.764757	20.842449	37.732018	44.085686	46.616737
WP_010975906.1	63.043255	61.76329	75.78952	57.598652	56.817249	43.85844	107.329201	107.896057	112.692711
WP_010975913.1	542.699036	524.014221	534.42688	471.475647	503.311646	502.534332	489.061218	430.497437	500.28241
WP_010975917.1	341.064758	331.686371	339.268127	296.731842	282.472137	296.637543	310.837524	307.38678	335.674103
WP_010975930.1	20.832132	22.115847	17.883587	12.903014	15.065568	18.796417	9.333992	14.09019	8.374036
WP_010975935.1	15.61207	13.900792	19.513836	11.940918	7.17104	16.484735	12.070707	5.122204	6.883138
WP_010975940.1	17.956003	10.905647	18.449989	10.202978	11.25858	8.973912	5.737242	8.395207	5.58434
WP_010975956.1	64.480263	50.736774	64.302986	51.185871	46.71677	45.582134	49.45005	56.302761	63.310982
WP_010975981.1	34.938194	28.806761	35.427525	30.185877	27.391636	31.223814	20.496073	15.093311	25.326738
WP_010975990.1	45.940567	61.212757	49.883961	50.274799	53.500084	61.000671	59.183121	54.921837	29.716688
WP_010976006.1	44.675068	49.213612	61.389893	47.784725	28.227194	38.884636	43.423447	57.286613	61.872402
WP_010976012.1	14.678936	14.237367	13.169008	10.884298	7.784691	9.303028	11.739616	14.663099	15.624871
WP_010976033.1	30.704519	34.908756	35.651932	79.953651	53.464874	77.056366	159.800522	138.419739	169.484695
WP_010976039.1	132.363251	108.491005	108.160332	116.585648	124.36673	101.213142	88.585762	80.038254	107.366287
WP_010976042.1	6.255952	11.288686	28.296158	15.069298	10.827071	14.137401	7.425	16.014097	13.771423
WP_010976071.1	48.826904	53.732235	67.828003	40.383381	49.631634	37.241562	57.023407	60.504528	62.198013
WP_010976088.1	60.442734	58.942745	59.753468	43.450333	47.862278	48.249561	42.196621	35.142941	46.094223
WP_010976106.1	18.749893	16.957273	13.736796	22.360064	17.272308	17.341951	25.723152	22.18659	19.335705
WP_010976128.1	143.448471	161.399292	203.67804	620.661438	565.238281	507.886322	485.361847	605.606079	538.405518
WP_010976139.1	26.430136	22.85364	30.520115	18.435928	18.213545	22.334074	42.340202	44.530758	40.536686
WP_010976146.1	10.626526	11.969472	13.821905	4.454073	6.771595	6.481607	15.932663	10.70779	5.877661
WP_010976148.1	6.958228	4.459499	6.843845	1.589494	2.028777	2.901985	6.471725	5.255747	4.235611
WP_010976165.1	24.803633	19.78689	30.139572	28.491877	24.297127	24.605391	17.225986	21.99975	31.135582
WP_010976167.1	43.835045	46.463661	55.148407	31.499592	28.183065	23.599716	23.311607	32.738739	28.711216
WP_010976170.1	420.718414	356.525604	397.434204	322.009186	349.300568	294.180695	244.626404	297.061615	333.939301
WP_010976184.1	55.323387	57.885849	51.056103	38.715702	43.547882	43.167381	49.987827	50.085232	58.887257
WP_010976195.1	118.519653	115.791039	121.685432	77.489479	80.896278	82.488693	84.644112	60.402363	74.72773
WP_010976222.1	13.036093	15.495891	23.267485	10.727424	10.987262	9.717789	15.093955	17.437794	15.746367
WP_010976234.1	42.629894	57.485668	42.477711	33.973385	39.497379	28.142906	41.626686	45.749805	40.120552
WP_010976236.1	21.498476	23.220039	40.80415	24.543694	27.820381	30.770164	25.805952	19.952602	27.212915
WP_010976263.1	16.399128	17.085682	15.035383	10.84696	11.943412	15.479413	11.522028	12.274707	11.224252
WP_010976273.1	5.340853	3.601325	3.210323	2.902846	8.093962	7.419219	2.480013	4.66327	1.785305
WP_010976285.1	46.032997	36.949684	43.154778	33.303627	38.821709	33.685074	41.559475	47.464283	38.148075
WP_010976293.1	949.845032	1010.196167	974.404358	951.890442	1038.961914	1098.771484	830.704224	851.943604	859.598206
WP_010976294.1	450.65799	452.622681	460.95163	425.347046	456.229156	435.413513	489.660767	485.702301	477.692139
WP_010976315.1	34.605389	38.523247	37.314857	32.188141	27.279346	22.439737	23.315868	27.990911	26.809433
WP_010976325.1	19.471937	33.403831	38.928638	20.689192	26.903282	29.993444	26.793774	30.720987	33.120781
WP_010976339.1	364.413208	360.16095	381.911652	345.52356	330.794952	323.098846	295.099274	273.247589	287.31958
WP_013843956.1	23.60269	35.672531	35.110123	24.413845	28.868155	24.635117	24.585726	22.333277	37.596992
WP_013843958.1	87.480721	56.135548	68.666649	44.129398	58.84145	55.397213	29.63434	30.791742	27.649117
WP_013844065.1	37.464382	34.798473	45.096569	33.80983	28.947676	32.136517	26.403269	23.651251	19.555563
WP_013844080.1	108.364754	96.340439	90.293259	69.822762	81.805046	80.035072	95.670258	107.673294	127.122795
WP_013844102.1	137.581009	133.04834	150.037048	143.07016	149.49501	121.931747	116.688484	145.966995	142.823822
WP_013844129.1	436.656189	437.866058	417.642517	590.152039	516.109131	560.807922	442.430237	420.202881	389.736115
WP_013844136.1	24.781704	31.097654	36.164539	31.698092	21.417442	29.933603	29.629755	29.046389	37.814167
WP_013844230.1	48.825035	42.999283	64.500137	58.683323	39.230972	35.219997	55.923546	57.327179	68.492043
WP_013844460.1	277.785767	335.704193	317.204681	368.403229	308.459045	347.764862	252.927124	312.673492	321.036713
WP_013844465.1	116.959885	112.733116	117.401794	125.448608	122.053993	121.389748	87.018829	87.032333	90.563049
WP_013844471.1	318.732758	286.551636	302.146423	293.942627	259.19043	275.867767	257.56427	265.46933	269.240143
WP_013844592.1	40.843491	53.405762	32.982655	19.176342	30.152603	25.485209	34.247063	46.424198	45.961281
WP_013844605.1	32.574566	23.066772	31.044741	42.492058	11.957357	16.767336	36.25153	42.804653	26.765102
WP_013844609.1	22.344889	8.826365	15.143538	12.995837	11.620383	11.537087	14.292196	22.107691	35.025196
WP_013844647.1	57.08564	59.996845	61.098469	46.259308	51.757439	58.745983	61.808914	58.328568	63.824947
WP_013844664.1	71.858978	68.855156	58.71891	47.575565	40.569363	54.548229	79.132607	79.853447	78.351601
WP_013844741.1	24.71578	24.236439	31.652962	26.960794	31.381021	25.787291	42.076611	27.242945	33.861275
WP_013844795.1	7.359594	2.087634	0.0	0.0	4.169398	1.825392	2.278125	2.92429	5.610152
WP_013844825.1	298.09082	302.772827	267.256897	274.732788	260.01474	267.839447	256.447266	280.433044	260.524963
WP_013844837.1	69.446243	74.818802	72.162315	69.9189	82.744766	76.639389	86.027824	71.163559	95.558319
WP_013844890.1	25.521416	22.061951	27.709482	18.3298	19.829767	17.293543	21.810013	25.566633	20.240807
WP_013844898.1	24.955856	26.030663	16.630165	13.833343	22.137558	17.181126	24.921337	19.676897	15.460225
WP_013844910.1	210.722595	235.636749	216.609512	177.731735	184.118942	194.275299	229.212982	237.400177	229.375412
WP_013845059.1	28.821409	19.762934	26.098051	26.9853	15.036448	24.338564	16.928221	23.939247	21.512777
WP_013845460.1	43.519863	24.872564	25.668648	19.404007	22.124437	16.647062	10.920605	32.117569	8.77234
WP_013845572.1	36.170643	54.033901	43.844898	40.958828	30.154802	30.407928	42.963467	34.792061	26.493689
WP_013845596.1	47.202343	40.784191	41.231438	36.613556	29.426353	39.104794	55.583122	75.573669	56.169003
WP_013845598.1	29.934948	29.881161	27.329565	22.232212	31.639666	34.118748	36.109592	26.807035	30.720419
WP_013845653.1	18.542833	29.034042	30.253927	24.604574	27.198603	19.067652	30.036486	22.759869	23.07147
WP_013845873.1	16.604084	13.105702	18.865017	13.337778	13.0683	16.772202	4.964062	8.636425	10.328568
WP_013845892.1	8.892506	10.056258	9.957014	9.642243	9.027797	11.474772	6.351137	9.621808	9.293585
WP_013845917.1	20.413559	20.129461	8.040123	19.611692	18.095865	17.383541	13.765844	15.497385	10.548691
WP_013850162.1	13.329265	12.264849	16.825813	10.536757	11.367303	5.67467	7.707193	8.217374	7.876449
WP_013850456.1	20.236063	22.397457	26.820154	9.118484	15.138662	23.999229	32.190685	44.334629	20.186958
WP_013850559.1	107.154633	108.864395	91.323166	102.336708	82.599632	90.445015	83.921143	69.187103	75.404915
WP_013850579.1	63.53904	93.949837	78.920837	56.397629	63.755169	59.904213	90.450768	73.613991	71.32827
WP_013850619.1	14.338422	12.619655	16.625275	9.17313	8.966407	13.990672	20.685476	16.589415	14.609771
WP_013850756.1	112.356651	123.506493	114.100739	113.105598	118.732674	117.821632	74.959488	103.142479	81.347206
WP_014526599.1	38.380863	20.935564	17.179977	23.356796	29.540258	26.884621	41.356319	37.220169	31.127726
WP_014526639.1	84.535561	73.132744	69.246483	53.132504	57.085876	62.147118	39.085808	56.246975	41.571365
WP_014526651.1	149.016251	165.893829	174.787018	107.829102	103.037811	118.05098	157.483887	161.039597	152.19632
WP_014526652.1	100.542404	96.518555	109.645927	79.422844	73.003479	68.731812	63.000458	72.662239	60.852356
WP_014526688.1	14.376142	16.259163	14.787526	17.069088	17.239931	20.468676	22.430201	25.521845	21.637533
WP_014526714.1	25.909328	23.106312	20.293316	12.98739	12.895989	19.498508	27.757458	29.938225	24.013151
WP_014526828.1	24.105495	35.868443	26.757961	26.844004	26.697245	27.081738	23.647556	30.829613	26.792158
WP_014526839.1	17.98027	15.320809	13.872736	20.442265	14.201558	13.365404	10.144655	11.139535	10.091466
WP_014527123.1	26.16263	29.871206	18.084791	58.060261	72.444267	70.998749	84.241402	85.979622	85.450935
WP_014527194.1	38.259399	32.833622	39.620117	33.181545	33.195705	45.416679	40.804234	42.639565	42.790646
WP_014527525.1	182.86348	169.493179	182.607224	192.033676	178.428452	169.925491	198.230988	222.890289	207.310379
WP_014527586.1	16.659485	10.790811	11.452991	10.837911	9.075284	11.244253	7.47574	12.674677	14.56239
WP_014527856.1	89.663582	52.474361	87.61515	57.878113	64.966225	55.672859	43.963394	43.157143	59.062443
WP_014528379.1	16.917425	26.86681	17.786751	19.775396	15.09493	23.562702	33.892231	30.59437	36.808151
WP_014528694.1	36.95985	43.033768	37.428219	31.150141	33.130848	35.241718	32.804592	34.731831	32.158825
WP_014528908.1	97.284584	100.134979	101.593697	59.706223	65.184662	72.123535	75.870216	83.773933	81.364304
WP_014529109.1	95.332359	82.389275	112.061272	80.757278	84.906357	82.814316	84.664482	67.623924	83.979668
WP_015243320.1	74.405518	75.053375	82.045517	72.190178	66.701637	71.763283	53.91563	62.093441	56.036098
WP_015243488.1	46.33506	38.939632	35.905552	25.982548	33.931488	26.002562	20.980505	21.846159	25.17128
WP_015445392.1	7.821107	6.031657	11.975764	3.777401	4.154844	3.791199	4.030529	6.349909	4.306872
WP_015445411.1	206.223145	212.713074	221.943069	168.934875	168.719528	160.539246	148.478683	157.90741	152.257584
WP_015445437.1	72.223778	75.878296	81.983925	66.217171	76.765213	70.611649	61.192657	56.061489	50.293297
WP_015445481.1	47.856918	43.72411	50.925781	33.869976	46.195454	36.125443	25.701942	43.185844	37.488281
WP_015445499.1	64.31572	63.920696	70.315666	68.049095	64.393364	83.750313	44.343441	46.186443	46.369751
WP_015445553.1	27.199818	19.841328	23.670639	15.876731	9.262613	12.675704	19.481462	9.855851	22.457663
WP_015445615.1	60.946918	64.114075	40.890854	76.163734	58.271168	88.56723	71.067322	64.349197	53.087502
WP_015445626.1	12.551616	12.729884	13.530901	12.267073	7.817959	12.163433	12.087936	10.793175	14.14226
WP_015456578.1	364.925262	341.980927	334.274536	296.053009	328.745911	303.575134	349.546051	402.44632	388.093445
WP_015456611.1	8.131001	14.371072	20.873814	9.883286	22.454788	19.318312	36.27726	18.361273	26.184685
WP_015456662.1	140.286957	150.973831	139.276184	126.592361	157.404022	130.310852	121.218582	118.994881	136.093628
WP_015456728.1	58.001724	56.064953	48.383263	48.221661	48.961628	45.566978	45.806499	53.715611	50.782604
WP_017263445.1	26.119209	23.899096	16.03805	11.437407	14.715344	13.51271	30.259853	14.698218	19.993845
WP_017264193.1	154.84288	176.897125	183.547104	161.303909	165.85379	138.863037	142.551315	154.049774	172.584122
WP_017271814.1	19.476555	26.387602	24.403666	24.336023	16.913588	17.707865	18.556009	11.588971	14.27712
WP_017272940.1	9.63447	13.60212	8.908914	6.124131	3.912926	5.902435	9.529738	9.274635	4.251284
WP_017276029.1	110.64637	128.3004	132.170456	107.761856	81.569092	101.736969	113.473381	125.127052	120.107849
WP_017277583.1	15.401484	15.313181	13.501998	11.410645	7.625503	13.998056	8.137969	12.529807	11.085246
WP_027989172.1	59.6231	39.761425	49.33532	35.491211	42.432484	40.07616	40.804478	45.680199	63.698555
