protein_id	X14d.1	X14d.2	X14d.3	X21d.2	X21d.3	X21d.4	X28d.1	X28d.2	X28d.3
WP_033052152.1	12.379246	5.855926	3.826555	5.623994	3.526463	6.28014	2.242486	6.393723	4.455718
WP_040121031.1	14.030338	14.839874	10.144096	4.123358	4.058726	12.463858	12.318749	14.355744	6.211241
WP_041169941.1	9.156161	7.958413	7.560556	5.147987	5.803067	7.895547	8.841294	9.732835	3.220643
WP_041169964.1	14.497648	4.913138	5.696634	17.76688	12.724306	8.21951	13.112311	15.4224	27.551006
WP_041169975.1	13.185899	14.456864	26.410204	18.71998	17.027197	13.530721	4.760331	23.861179	11.641066
WP_041169987.1	43.088451	34.29517	40.387394	43.27367	33.220173	36.933685	25.240433	27.252026	29.834259
WP_041170059.1	18.385027	8.631669	13.95062	7.442611	8.749816	8.794741	12.512982	14.895417	15.267096
WP_041170069.1	47.267391	49.804981	48.141754	42.531437	39.621796	43.61013	42.527649	49.930058	47.643944
WP_041170077.1	45.196236	51.115723	44.317493	60.64679	50.232971	45.339241	43.31572	45.510231	33.561897
WP_041170100.1	8.149038	8.436873	9.002064	5.162628	5.821057	7.562871	8.656344	7.932351	9.168885
WP_041170110.1	77.742722	82.996422	70.714485	56.394382	51.671673	59.179947	58.097858	62.294041	48.928345
WP_041170153.1	69.845139	75.75322	70.574341	66.728065	62.568119	55.852955	72.854713	69.982407	64.873375
WP_041170156.1	69.171036	60.869961	65.505058	76.041481	73.379242	66.824554	59.861832	72.627487	61.138229
WP_086024517.1	11.845846	2.871482	7.303763	2.720031	4.884254	7.885558	6.160893	3.920832	2.694349
WP_162145847.1	12.933247	11.051675	12.056974	6.48242	4.202383	7.976808	10.28574	8.351053	10.935531
WP_162471707.1	11.196939	29.451103	14.359426	17.883198	10.725983	19.666912	13.533751	7.447606	9.859324
WP_164820661.1	17.404701	17.764584	23.496935	28.566597	15.720359	21.778423	28.369104	40.095936	16.953951
WP_164826907.1	350.90033	368.089264	376.896179	353.26001	373.195404	359.979675	351.267487	368.943207	355.18631
WP_190311202.1	19.622875	23.457094	14.108924	17.816088	18.749628	17.273378	26.029081	26.837864	18.085005
WP_227692134.1	59.417439	53.768997	60.495007	40.980522	28.952627	42.165115	61.776066	58.048603	76.455017
WP_234826228.1	37.236641	47.497452	43.48674	39.685658	32.89542	37.868626	22.702839	18.971041	23.454401
