gene_id	gene_name	acronym	geneProduct	A86	A256	A485	A86256	A86485	dnf2
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0191651	MtrunA17Chr1g0191651	""	""	-1.40326964539333	-2.72525113058928	-1.70397062400496	-3.69841078808802	-5.99200081356602	-6.42557285361177
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0192371	MtrunA17Chr1g0192371	""	""	5.06571585466124	6.29839997753101	5.82014579658578	5.23271363180231	1.76755865612373	3.94916207367428
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0199881	MtrunA17Chr1g0199881	""	""	-2.34905599417507	-7.43781902582201	-4.57116558401622	-2.80691778030557	0.371297933393215	-0.362709237922165
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0204671	MtrunA17Chr1g0204671	""	""	0	4.49891949923631	6.98640654064266	6.83183638507331	0	0
medtr.A17.gnm5.ann1_6.MtrunA17Chr1g0205171	MtrunA17Chr1g0205171	MtnsLTP96	non-specific Lipid Transfer Protein	5.6540385328982	6.68695771734351	5.92489513440949	4.63090124551644	0	5.79086431257674
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0284581	MtrunA17Chr2g0284581	""	""	3.20601883029314	7.33968293398064	7.47150813998981	7.7410460442373	2.40823245034522	6.51770035030303
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0285301	MtrunA17Chr2g0285301	MtABAB7	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	0.792768481858125	0.612840858229168	-0.116152913123503	-0.385244874647547	-5.88682810095574	-4.17909914435715
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0285801	MtrunA17Chr2g0285801	""	""	-2.56682266826622	-4.87414726077075	-3.52135473489055	-6.90538990819252	0.182081173096055	1.03386769124366
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0288931	MtrunA17Chr2g0288931	MtSTIG/GRI_5	Stigma1 / GRI	4.52334971913882	6.34698681643433	9.04073692926029	7.29015150190802	0	2.46802987684911
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0290371	MtrunA17Chr2g0290371	""	""	-5.68125966836691	-2.83802980611676	-3.62901237228508	-2.89288629966262	2.03326084873649	1.71727941732303
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0293991	MtrunA17Chr2g0293991	""	""	-1.1158197675633	-2.37556911275892	-1.55081294101301	-1.36647979998333	-5.42442037365285	-5.79801685147638
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0295061	MtrunA17Chr2g0295061	""	""	3.42195852423306	3.78133399234661	5.30405653481755	4.36937862533277	0.241147567841821	10.5508138194356
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0295091	MtrunA17Chr2g0295091	""	""	-0.949795922168794	-0.156893412743972	0.60393832005853	0.843408338114742	-5.71479046623389	3.31569213261977
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0295111	MtrunA17Chr2g0295111	""	""	4.52248612484993	4.49988904451267	5.76956933542322	5.67560090104044	3.56014738384494	7.56348268871122
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0295371	MtrunA17Chr2g0295371	AtPR-1-like|MtCAPE12	pathogenesis-related protein 1 (SA-inducible in Mt)|CAP-derived peptide 12	6.50639294440304	7.55647508187838	7.92695029481764	8.40450787232468	-0.182764642596617	5.87995971331143
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0295981	MtrunA17Chr2g0295981	""	""	-0.777228504702302	-2.33839724476018	-2.08647091949125	-1.82450386432487	-8.84017390284762	-8.84017390284762
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0301171	MtrunA17Chr2g0301171	""	""	-4.81286472813761	-4.71951905892594	-4.02185153106622	-2.83569421622677	-1.57634117939269	-1.51909432095762
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0301181	MtrunA17Chr2g0301181	""	""	-5.38682505084982	-3.98644724752639	-4.38509785948357	-2.94555296055298	-0.807122746279565	-1.04224735125027
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0305231	MtrunA17Chr2g0305231	""	""	3.20892797638797	2.84306754046149	4.52653464287691	4.23389604489175	7.20975968651113	6.48234111118827
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0306431	MtrunA17Chr2g0306431	""	""	-0.484618711531862	0.174467252910443	0.0688520816807343	0.84942282219667	-4.60954403348804	-8.40979303536675
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0312651	MtrunA17Chr2g0312651	""	""	-5.07877629382447	-6.984718147827	-2.27535649209664	-2.54965565556065	-0.56955382751328	-0.268133621091801
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0314151	MtrunA17Chr2g0314151	""	""	-0.0423802861081311	0.135895093822416	-0.258836440103557	0.34153536584144	-5.28297296868948	-8.54777551652815
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0319041	MtrunA17Chr2g0319041	MtTPS7	terpene synthase 7	5.7599464605703	5.74690845719394	3.58359590791007	2.43332078529943	0.846507398230648	4.02138532421046
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0328361	MtrunA17Chr2g0328361	""	""	-5.46453108862085	-5.30002759115957	-7.74724789894859	-4.51905823213786	-0.427004573576978	-2.16341275282458
medtr.A17.gnm5.ann1_6.MtrunA17Chr2g0328511	MtrunA17Chr2g0328511	MtZIP2	Zinc-Iron Permease 2	-0.510879840968121	0.0597920656168436	0.211341239650699	-0.325046524022839	-5.76670972760756	-6.58081015515572
medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0083251	MtrunA17Chr3g0083251	""	""	-0.485099838039281	-1.30572813092894	-2.78973982021595	-2.57486501738898	-6.5542667531151	-6.5542667531151
medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0083371	MtrunA17Chr3g0083371	""	""	6.39027797441601	7.30845437177136	7.98889960833519	8.0263417982075	1.03021882962917	5.27868790658723
medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0089451	MtrunA17Chr3g0089451	""	""	-2.8762659234472	-3.61615947786155	-6.45901969591086	-6.45901969591086	-6.45901969591086	0.592357728150715
medtr.A17.gnm5.ann1_6.MtrunA17Chr3g0090381	MtrunA17Chr3g0090381	""	""	-4.26369482559605	-3.73471761437662	-7.47262280198402	-5.49028521519081	-1.51455727891295	-2.01190706167379
