ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	geneSymbols
map00380	Tryptophan metabolism	2/72	46/5968	0.0434782608695652	3.60386473429952	1.95897396296589	0.105868318453385	0.596586422308075	0.582406099876304	MtrunA17_Chr5g0407731/MtrunA17_Chr7g0262471	2	MtGAOL11/MtrunA17Chr7g0262471
map04973	Carbohydrate digestion and absorption	1/72	10/5968	0.1	8.28888888888889	2.54903976321831	0.114381720663505	0.596586422308075	0.582406099876304	MtrunA17_Chr1g0157251	1	MtrunA17Chr1g0157251
map00130	Ubiquinone and other terpenoid-quinone biosynthesis	2/72	49/5968	0.0408163265306122	3.38321995464853	1.85098767216481	0.117603432159017	0.596586422308075	0.582406099876304	MtrunA17_Chr3g0102411/MtrunA17_Chr5g0409771	2	MtrunA17Chr3g0102411/MtrunA17Chr5g0409771
map00564	Glycerophospholipid metabolism	3/72	100/5968	0.03	2.48666666666667	1.65666265028288	0.119362529270845	0.596586422308075	0.582406099876304	MtrunA17_Chr2g0332581/MtrunA17_Chr3g0138041/MtrunA17_Chr2g0295411	3	MtrunA17Chr2g0332581/MtrunA17Chr3g0138041/MtPLD14
map04066	HIF-1 signaling pathway	2/72	53/5968	0.0377358490566038	3.12788259958071	1.719387453126	0.133728379629685	0.596586422308075	0.582406099876304	MtrunA17_Chr2g0330871/MtrunA17_Chr1g0179211	2	MtrunA17Chr2g0330871/MtrunA17Chr1g0179211
map00030	Pentose phosphate pathway	2/72	54/5968	0.037037037037037	3.06995884773663	1.68843155859028	0.137835987016888	0.596586422308075	0.582406099876304	MtrunA17_Chr2g0330871/MtrunA17_Chr1g0179211	2	MtrunA17Chr2g0330871/MtrunA17Chr1g0179211
map00010	Glycolysis / Gluconeogenesis	3/72	108/5968	0.0277777777777778	2.30246913580247	1.50937113448945	0.141075575335549	0.596586422308075	0.582406099876304	MtrunA17_Chr2g0330871/MtrunA17_Chr3g0115581/MtrunA17_Chr1g0179211	3	MtrunA17Chr2g0330871/MtrunA17Chr3g0115581/MtrunA17Chr1g0179211
map00051	Fructose and mannose metabolism	2/72	55/5968	0.0363636363636364	3.01414141414141	1.65818466459535	0.141971560133522	0.596586422308075	0.582406099876304	MtrunA17_Chr2g0330871/MtrunA17_Chr1g0179211	2	MtrunA17Chr2g0330871/MtrunA17Chr1g0179211
map00330	Arginine and proline metabolism	2/72	55/5968	0.0363636363636364	3.01414141414141	1.65818466459535	0.141971560133522	0.596586422308075	0.582406099876304	MtrunA17_Chr1g0149721/MtrunA17_Chr7g0239721	2	MtrunA17Chr1g0149721/MtP5CS2
map00710	Carbon fixation by Calvin cycle	2/72	58/5968	0.0344827586206897	2.85823754789272	1.5714009715385	0.154533740302132	0.596586422308075	0.582406099876304	MtrunA17_Chr1g0179211/MtrunA17_Chr2g0315891	2	MtrunA17Chr1g0179211/MtrunA17Chr2g0315891
map04540	Gap junction	1/72	14/5968	0.0714285714285714	5.92063492063492	2.03679010651429	0.156431691955908	0.596586422308075	0.582406099876304	MtrunA17_Chr4g0008361	1	MtrunA17Chr4g0008361
map00562	Inositol phosphate metabolism	2/72	59/5968	0.0338983050847458	2.80979284369115	1.54370178781743	0.158768967227149	0.596586422308075	0.582406099876304	MtrunA17_Chr7g0256301/MtrunA17_Chr4g0054951	2	MtrunA17Chr7g0256301/MtrunA17Chr4g0054951
map00999	Biosynthesis of various plant secondary metabolites	2/72	59/5968	0.0338983050847458	2.80979284369115	1.54370178781743	0.158768967227149	0.596586422308075	0.582406099876304	MtrunA17_Chr4g0033231/MtrunA17_Chr4g0069201	2	MtrunA17Chr4g0033231/MtrunA17Chr4g0069201
map04912	GnRH signaling pathway	1/72	15/5968	0.0666666666666667	5.52592592592593	1.93932528441303	0.166632719530509	0.607719330052444	0.593274388421316	MtrunA17_Chr2g0295411	1	MtPLD14
map01320	Sulfur cycle	1/72	16/5968	0.0625	5.18055555555556	1.85023997136743	0.176712081901381	0.621667322145092	0.606890849292747	MtrunA17_Chr1g0205381	1	MtrunA17Chr1g0205381
